年,月,日,平均気温(℃),最高気温(℃),最低気温(℃),天気概況(昼),天気概況(夜)
1997,8,17,21.7,24.2,19.4,曇後一時晴,晴時々曇
1997,8,18,24.4,28.5,20.0,曇,曇一時雨後晴
1997,8,19,26.8,30.2,23.4,曇一時晴,薄曇
1997,8,20,27.9,32.3,24.4,薄曇,晴
1997,8,21,28.4,33.4,25.2,曇時々晴,曇
1997,8,22,27.4,30.8,24.5,曇後晴,晴
1997,8,23,28.2,34.1,23.4,曇後一時雨、雷を伴う,大雨後一時晴、雷を伴う
1997,8,24,27.0,31.6,22.1,晴,曇時々晴一時雨
1997,8,25,25.5,28.1,23.3,曇,曇一時雨、雷を伴う
1997,8,26,24.0,28.0,21.7,曇一時雨,曇一時雨
1997,8,27,26.2,30.4,21.5,晴,晴一時曇
1997,8,28,27.7,31.8,23.6,晴,晴後曇
1997,8,29,28.1,31.9,24.5,晴,晴後一時曇
1997,8,30,27.7,32.2,23.9,晴一時雨,晴
1997,8,31,27.2,30.9,24.6,晴後曇,曇後一時晴
1997,9,1,28.2,31.7,26.0,晴,快晴
1997,9,2,28.7,32.9,25.9,晴,晴
1997,9,3,28.5,32.5,24.6,晴,曇時々雨、雷を伴う
1997,9,4,26.3,29.9,23.5,曇後時々雨,曇一時雨
1997,9,5,24.7,28.8,21.8,曇一時雨後時々晴,曇一時雨
1997,9,6,25.5,28.7,22.6,曇一時晴,曇一時雨
1997,9,7,27.7,32.1,24.5,曇時々晴,曇後晴
1997,9,8,25.7,31.0,22.3,曇時々雨、雷を伴う,雨一時曇
1997,9,9,23.4,25.8,21.9,曇時々雨,曇後晴
1997,9,10,26.2,30.8,22.5,晴一時曇,晴一時曇
1997,9,11,26.7,29.9,23.8,晴時々曇,晴一時雨
1997,9,12,24.5,27.6,21.5,曇一時雨,雨時々曇
1997,9,13,21.3,22.7,20.2,曇一時雨,曇一時雨
1997,9,14,21.7,24.9,19.8,曇一時雨,雨一時曇
1997,9,15,18.6,20.3,17.8,雨一時曇,曇時々雨
1997,9,16,17.3,19.1,15.4,雨一時曇,雨一時曇
1997,9,17,22.8,28.1,15.5,曇一時雨,曇一時雨
1997,9,18,23.9,27.5,22.1,曇時々雨,雨時々曇
1997,9,19,24.7,30.5,21.1,曇一時雨後時々晴,晴一時曇
1997,9,20,22.2,25.3,18.7,曇一時雨,曇時々雨
1997,9,21,19.8,21.7,17.8,曇時々雨,曇時々雨
1997,9,22,21.8,25.3,19.2,曇一時晴,曇後時々雨
1997,9,23,18.6,21.1,17.6,雨時々曇,曇一時雨
1997,9,24,19.5,23.5,16.9,曇一時雨,曇
1997,9,25,19.7,22.5,16.9,曇一時雨,雨時々曇
1997,9,26,18.3,20.5,16.8,雨一時曇,曇
1997,9,27,20.9,24.2,17.9,曇,曇
1997,9,28,20.4,24.8,17.5,曇時々晴一時雨,晴
1997,9,29,19.9,23.9,15.9,晴,晴一時雨、雷を伴う
1997,9,30,20.2,24.3,16.1,晴,晴
1997,10,1,19.6,23.9,14.9,晴,晴一時曇
1997,10,2,19.0,22.5,15.1,晴後曇一時雨,雨後時々曇
1997,10,3,19.5,22.9,16.0,曇時々晴一時雨,晴後曇
1997,10,4,18.2,21.5,16.3,曇後雨,雨一時曇
1997,10,5,19.8,24.5,16.1,晴時々曇一時雨,晴
1997,10,6,20.0,23.8,17.1,曇時々晴,晴後一時曇
1997,10,7,20.2,23.6,16.4,曇一時雨,薄曇
1997,10,8,20.4,27.1,15.8,晴一時曇,晴
1997,10,9,17.5,20.3,13.6,曇時々晴,曇一時雨
1997,10,10,20.0,24.1,16.4,曇一時雨後晴,晴
1997,10,11,20.4,25.4,15.6,晴,晴後曇一時雨
1997,10,12,17.4,21.5,14.4,晴一時雨,晴一時雨
1997,10,13,16.9,20.9,12.4,晴,快晴
1997,10,14,18.2,22.5,13.5,晴一時曇,晴
1997,10,15,19.2,24.7,14.9,晴後一時曇,曇時々晴
1997,10,16,17.6,21.0,14.0,晴後一時曇,曇
1997,10,17,17.9,20.1,15.6,曇,晴
1997,10,18,18.6,23.6,14.1,快晴,晴後一時曇
1997,10,19,18.9,22.3,15.7,晴一時曇,快晴
1997,10,20,20.6,26.3,15.1,快晴,快晴
1997,10,21,20.4,25.5,16.1,晴,晴
1997,10,22,20.1,24.9,17.1,晴,快晴
1997,10,23,20.1,23.2,16.7,晴後曇,曇後晴
1997,10,24,21.2,24.4,17.1,晴,晴一時雨
1997,10,25,21.9,25.9,17.9,晴一時曇,曇一時晴
1997,10,26,17.0,21.0,13.9,晴一時曇,快晴
1997,10,27,14.8,20.5,10.6,晴,快晴
1997,10,28,14.3,18.4,9.6,晴後一時曇,曇一時雨
1997,10,29,16.0,19.8,12.8,晴,晴後一時曇
1997,10,30,16.9,21.4,12.0,晴一時曇,晴後曇一時雨
1997,10,31,15.9,20.0,12.6,曇後晴,晴
1997,11,1,13.9,18.0,10.4,晴,快晴
1997,11,2,13.5,17.6,8.6,晴後一時曇,曇
1997,11,3,15.8,19.6,12.6,晴,曇後一時晴
1997,11,4,16.1,19.4,12.7,晴時々曇,曇
1997,11,5,16.2,20.0,13.1,晴一時曇,晴後一時曇
1997,11,6,14.8,18.7,11.8,晴一時曇,快晴
1997,11,7,14.2,17.3,11.4,快晴,晴
1997,11,8,13.2,17.5,9.4,晴,晴
1997,11,9,14.2,19.2,8.9,快晴,晴一時曇
1997,11,10,14.1,18.0,9.3,晴,快晴
1997,11,11,15.6,21.2,10.3,快晴,晴一時曇
1997,11,12,15.5,20.8,11.4,晴一時曇,晴後曇一時雨
1997,11,13,14.5,16.7,12.1,曇一時雨,曇後雨
1997,11,14,13.4,14.4,12.0,雨時々曇,雨後曇
1997,11,15,16.1,18.4,13.4,曇,曇一時雨
1997,11,16,15.7,17.3,13.1,曇一時晴,雨一時曇
1997,11,17,13.4,16.8,12.0,雨時々曇,晴
1997,11,18,14.3,19.2,11.0,晴,快晴
1997,11,19,12.4,15.9,8.8,快晴,晴時々曇
1997,11,20,10.0,12.5,7.9,曇後時々雨,曇一時雨
1997,11,21,12.7,14.6,9.6,曇時々雨,雨時々曇
1997,11,22,14.7,15.8,13.3,雨時々曇,曇一時雨
1997,11,23,14.5,17.2,10.7,晴一時雨,曇一時雨
1997,11,24,12.0,15.3,9.5,晴,快晴
1997,11,25,11.7,15.6,6.9,晴後曇,曇一時雨
1997,11,26,14.7,21.9,10.9,雨時々曇,雨後晴
1997,11,27,19.4,24.4,13.9,晴,晴後曇
1997,11,28,13.4,15.3,12.5,曇,曇後雨
1997,11,29,12.2,21.3,9.7,雨、雷を伴う,雨一時曇、雷を伴う
1997,11,30,17.2,21.6,12.0,曇時々晴一時雨,曇一時晴
1997,12,1,10.2,12.5,8.1,曇時々雨,曇時々雨
1997,12,2,10.6,13.1,6.2,曇一時雨,快晴
1997,12,3,5.5,8.5,3.4,快晴,快晴
1997,12,4,7.0,10.1,3.5,晴,晴後曇
1997,12,5,8.2,12.4,3.9,快晴,晴
1997,12,6,10.1,14.0,5.6,晴一時曇,曇一時雨
1997,12,7,12.8,15.3,10.6,曇一時雨,曇
1997,12,8,12.8,13.9,11.3,雨時々曇,曇一時霧
1997,12,9,13.9,15.8,11.8,曇一時雨,曇一時雨
1997,12,10,11.2,15.5,7.1,晴,快晴
1997,12,11,7.8,11.1,4.4,快晴,快晴
1997,12,12,9.1,12.6,4.6,晴,晴
1997,12,13,7.5,11.1,5.0,晴,晴
1997,12,14,7.5,11.2,3.8,晴,晴一時曇
1997,12,15,9.6,14.9,3.8,快晴,晴
1997,12,16,10.6,14.2,7.9,晴,晴時々曇
1997,12,17,8.3,10.4,6.0,曇一時雨,雨時々曇
1997,12,18,10.8,14.8,6.5,晴,快晴
1997,12,19,12.6,16.4,6.8,晴,晴一時曇
1997,12,20,13.0,17.6,8.6,晴時々曇,曇後晴
1997,12,21,10.9,14.9,6.9,晴,快晴
1997,12,22,6.2,8.1,3.9,曇,曇後一時みぞれ
1997,12,23,5.6,7.6,2.5,曇時々雨一時雪,曇一時雨
1997,12,24,6.9,9.9,3.7,晴時々曇,快晴
1997,12,25,6.0,9.8,2.5,快晴,快晴
1997,12,26,6.8,9.7,2.6,晴後曇,曇一時雨
1997,12,27,9.7,12.8,7.2,曇後一時晴,快晴
1997,12,28,10.1,14.8,5.5,曇一時晴,曇一時雨
1997,12,29,8.0,10.7,5.3,晴,晴後雨
1997,12,30,6.1,8.4,4.3,雨,曇一時雨後晴
1997,12,31,8.5,11.2,5.9,晴,晴後一時曇
1998,1,1,8.1,12.7,3.4,曇時々晴,曇一時雨後晴
1998,1,2,8.0,11.0,5.2,晴後曇,晴一時曇
1998,1,3,7.9,12.5,5.5,晴一時曇,晴後一時曇
1998,1,4,7.1,10.8,4.3,曇時々雨後一時晴,晴後曇
1998,1,5,7.1,9.3,5.1,曇後晴,快晴
1998,1,6,7.9,13.6,2.7,晴,快晴
1998,1,7,6.4,11.4,2.7,快晴,晴後曇
1998,1,8,2.4,5.0,0.4,曇後雪,大雪、雷を伴う
1998,1,9,3.3,6.8,0.4,晴一時雪,晴後曇
1998,1,10,5.9,9.4,2.5,晴,晴
1998,1,11,4.4,6.9,1.7,曇後一時雨,雨後雪
1998,1,12,1.8,4.2,1.1,雪一時みぞれ,雪一時みぞれ後晴
1998,1,13,4.9,8.7,1.4,晴,晴後一時曇
1998,1,14,5.7,9.8,1.9,曇,曇後雨一時雪
1998,1,15,1.2,5.9,0.0,大雪、あられを伴う,雨一時雪、あられを伴う
1998,1,16,4.1,7.3,1.2,晴一時雨,快晴
1998,1,17,3.7,6.1,0.5,曇一時雨,雨時々曇
1998,1,18,5.6,9.5,2.9,雨,曇時々晴一時雨
1998,1,19,7.3,9.8,3.2,曇一時雨,晴
1998,1,20,4.9,9.4,-0.7,快晴,晴
1998,1,21,6.7,13.6,0.4,快晴,快晴
1998,1,22,6.5,10.9,1.9,晴,晴後曇一時雨
1998,1,23,5.3,7.5,3.2,雨時々曇,曇一時雨
1998,1,24,4.7,10.1,0.1,晴一時曇,快晴
1998,1,25,3.5,7.6,-0.2,快晴,晴
1998,1,26,5.6,10.9,-0.8,快晴,快晴
1998,1,27,5.4,8.6,2.7,晴,曇
1998,1,28,4.9,9.1,2.1,薄曇,曇時々晴
1998,1,29,4.5,8.3,1.5,快晴,晴
1998,1,30,4.8,9.3,0.5,晴時々曇,晴
1998,1,31,6.2,12.8,1.1,晴,快晴
1998,2,1,5.6,9.3,2.8,晴後薄曇,曇
1998,2,2,6.7,10.0,3.1,晴,晴
1998,2,3,7.5,11.2,2.9,晴後曇,曇一時晴
1998,2,4,6.4,9.2,3.4,曇一時晴,曇
1998,2,5,5.3,9.1,2.3,晴,快晴
1998,2,6,6.8,11.0,3.0,快晴,晴
1998,2,7,6.5,10.9,2.9,晴後曇,雨一時曇
1998,2,8,5.6,12.5,2.7,晴時々曇一時雨、雷を伴う,快晴
1998,2,9,6.5,11.7,2.4,快晴,晴
1998,2,10,4.2,8.1,0.5,曇一時雪、あられを伴う,快晴
1998,2,11,6.3,10.8,2.0,晴,晴後一時曇
1998,2,12,8.1,14.9,4.1,曇一時雨,快晴
1998,2,13,12.3,17.8,5.6,快晴,晴後曇
1998,2,14,12.7,23.1,7.7,曇時々晴,曇後雨
1998,2,15,3.0,8.1,1.3,雪一時曇,曇
1998,2,16,6.1,9.1,3.6,曇,曇一時雨
1998,2,17,6.0,10.7,2.6,晴,快晴
1998,2,18,5.7,10.2,2.0,晴,晴
1998,2,19,8.2,14.2,2.1,晴一時曇,晴後曇
1998,2,20,8.3,10.5,7.1,雨時々曇、霧を伴う,雨一時曇、霧を伴う
1998,2,21,5.7,9.6,2.1,曇一時雨,曇後一時晴
1998,2,22,4.3,7.7,1.4,晴一時曇,晴時々曇
1998,2,23,8.1,12.5,2.9,晴,晴後一時曇
1998,2,24,6.1,8.3,5.1,曇後雨,雨
1998,2,25,5.5,7.1,3.9,雨一時曇,雨
1998,2,26,8.3,11.7,5.8,曇一時雨,曇一時雨
1998,2,27,10.5,14.5,7.1,晴,曇時々晴
1998,2,28,10.1,13.8,8.0,曇後一時雨,雨時々曇後一時みぞれ
1998,3,1,4.4,8.2,0.7,雪一時雨後曇、雷を伴う,晴一時曇
1998,3,2,8.9,13.8,4.6,快晴,快晴
1998,3,3,9.5,14.3,4.2,晴,晴一時曇
1998,3,4,11.5,16.5,7.2,晴,晴後曇
1998,3,5,5.0,10.5,1.0,曇後雨,雪後一時曇
1998,3,6,6.9,11.6,0.8,晴,晴
1998,3,7,7.2,12.1,3.9,晴,快晴
1998,3,8,7.1,10.2,2.2,晴,薄曇
1998,3,9,10.0,16.0,4.8,晴,晴後曇
1998,3,10,7.2,11.3,4.5,晴,晴
1998,3,11,8.2,11.9,3.3,晴後薄曇,雨時々曇
1998,3,12,9.3,11.8,6.7,雨一時曇,曇一時雨
1998,3,13,11.3,13.8,9.3,曇,曇
1998,3,14,12.1,16.7,8.1,晴,晴後曇
1998,3,15,8.2,12.3,3.4,曇後晴一時雨、あられを伴う,晴
1998,3,16,7.7,11.6,3.5,晴,晴
1998,3,17,7.7,14.4,3.6,晴後曇,曇一時雪後晴
1998,3,18,7.7,13.0,2.8,快晴,晴一時曇
1998,3,19,11.4,16.5,4.6,晴時々曇,曇後一時雨
1998,3,20,16.3,19.6,12.2,曇時々雨,曇一時雨
1998,3,21,9.7,12.4,6.7,曇,雨時々曇
1998,3,22,6.2,7.4,4.9,雨一時曇,曇一時雨後晴
1998,3,23,8.6,13.2,2.6,晴一時曇,晴一時曇
1998,3,24,10.1,13.7,6.8,曇後時々晴,晴後曇
1998,3,25,11.2,15.1,8.0,晴一時曇,曇一時雨後晴
1998,3,26,12.8,17.4,8.8,晴,晴後曇一時雨
1998,3,27,13.2,16.3,9.5,雨後曇,曇
1998,3,28,15.7,19.4,12.4,晴一時曇,快晴
1998,3,29,16.7,22.2,10.4,晴,晴
1998,3,30,18.7,24.5,12.1,晴,晴一時曇
1998,3,31,13.6,18.6,10.2,晴時々曇,曇
1998,4,1,6.9,10.4,2.7,曇後雨,大雨一時あられ
1998,4,2,4.8,6.7,2.5,雨一時曇,曇一時雨後晴
1998,4,3,9.1,12.8,4.8,晴時々曇,晴一時曇
1998,4,4,12.1,16.4,7.3,晴一時曇,晴
1998,4,5,15.2,20.3,9.8,晴後曇,曇後一時雨
1998,4,6,13.3,16.5,11.9,雨一時曇,雨一時曇
1998,4,7,13.1,14.9,11.6,雨後曇,曇
1998,4,8,15.3,19.5,11.3,曇一時雨,雨
1998,4,9,10.3,11.9,8.6,雨後一時曇,雨時々曇後晴
1998,4,10,17.4,23.4,10.2,晴,晴
1998,4,11,19.5,25.1,13.7,晴,晴後曇
1998,4,12,17.3,20.1,13.6,曇一時晴,曇一時雨
1998,4,13,21.2,24.2,19.1,曇時々雨,曇一時雨
1998,4,14,21.7,23.5,20.0,雨時々曇,雨時々曇
1998,4,15,17.5,24.3,11.6,曇一時雨,曇
1998,4,16,14.5,19.0,10.7,曇,曇
1998,4,17,12.8,14.1,11.8,雨一時曇,曇一時雨
1998,4,18,14.9,18.1,11.6,曇,曇
1998,4,19,18.4,23.0,13.7,晴,晴
1998,4,20,21.6,27.1,16.1,晴,晴
1998,4,21,21.8,25.5,16.9,薄曇,曇
1998,4,22,22.6,25.8,19.5,薄曇,晴
1998,4,23,22.4,26.1,20.1,晴後薄曇,曇後雨
1998,4,24,21.3,24.7,19.1,雨時々曇,曇一時雨
1998,4,25,21.8,23.9,19.5,雨時々曇,曇時々雨
1998,4,26,13.4,20.0,10.5,曇一時雨,曇時々雨
1998,4,27,12.8,15.0,10.5,雨時々曇,曇時々雨
1998,4,28,16.7,20.1,14.1,曇一時雨,曇一時雨
1998,4,29,20.6,25.7,16.6,晴,曇
1998,4,30,19.2,23.7,16.6,曇後晴,曇
1998,5,1,18.5,21.9,15.2,晴一時曇,曇一時雨
1998,5,2,21.8,25.3,17.9,曇一時雨,曇一時雨
1998,5,3,21.7,25.7,12.0,曇一時雨,曇時々雨
1998,5,4,13.7,17.9,10.6,曇一時晴,曇一時晴
1998,5,5,17.0,21.1,11.5,晴時々曇,曇
1998,5,6,20.9,24.8,18.0,曇後晴,曇一時雨
1998,5,7,23.5,27.6,20.6,晴,曇時々雨
1998,5,8,23.8,27.7,18.2,曇後一時雨,雨後曇
1998,5,9,18.1,20.3,15.7,曇,曇
1998,5,10,19.6,22.3,16.9,曇,曇一時雨
1998,5,11,15.2,17.9,12.6,曇後雨,雨一時曇
1998,5,12,16.8,23.7,11.8,曇時々雨,曇一時雨
1998,5,13,23.5,29.2,18.2,曇時々晴,曇一時雨
1998,5,14,18.3,20.8,16.6,曇一時晴,晴
1998,5,15,19.4,25.0,14.1,晴,薄曇
1998,5,16,21.4,26.8,16.9,晴後曇,雨時々曇
1998,5,17,20.9,26.3,15.7,曇時々雨後一時晴,晴後曇
1998,5,18,22.8,26.0,20.7,曇時々雨,雨時々曇
1998,5,19,21.3,24.1,19.0,曇一時雨,曇一時雨後晴
1998,5,20,22.8,26.7,19.1,晴,快晴
1998,5,21,23.8,29.3,18.4,快晴,快晴
1998,5,22,22.7,27.6,19.4,快晴,晴後曇
1998,5,23,22.5,26.9,19.1,晴時々曇,晴後曇
1998,5,24,21.2,25.0,17.9,曇時々雨,大雨
1998,5,25,24.0,28.1,18.7,曇一時雨,曇後雨
1998,5,26,15.7,20.2,13.8,雨一時曇,雨一時曇
1998,5,27,18.8,23.0,14.5,曇一時雨,曇後晴
1998,5,28,21.1,25.7,16.6,晴,曇後時々雨
1998,5,29,20.0,21.5,18.4,雨後一時曇,曇時々雨
1998,5,30,22.7,25.9,19.6,曇一時雨,曇一時雨
1998,5,31,23.2,27.8,20.8,晴,曇
1998,6,1,23.2,27.4,18.2,晴,曇
1998,6,2,21.6,24.9,16.4,曇後一時雨,雨一時曇
1998,6,3,17.1,18.0,15.6,雨,曇一時雨
1998,6,4,22.4,27.9,17.7,曇後晴,曇
1998,6,5,20.3,23.3,16.0,曇一時雨,雨
1998,6,6,15.2,17.1,14.1,雨後曇,曇
1998,6,7,15.3,17.4,13.8,曇一時雨,晴時々曇
1998,6,8,18.7,22.2,14.4,晴後曇,曇
1998,6,9,19.6,21.7,17.2,曇一時雨,雨一時曇
1998,6,10,18.8,20.3,17.5,雨,雨後曇
1998,6,11,20.6,23.4,18.4,曇,曇
1998,6,12,19.3,21.8,17.4,曇,曇
1998,6,13,18.5,20.6,16.7,雨時々曇,雨
1998,6,14,18.1,19.4,16.4,雨一時霧雨,曇一時雨
1998,6,15,22.8,29.5,19.1,曇時々晴,曇一時晴
1998,6,16,22.6,26.1,19.2,曇,晴後曇一時雨
1998,6,17,23.2,26.1,20.7,曇一時雨,曇後晴
1998,6,18,23.9,27.9,20.4,晴,曇一時雨
1998,6,19,22.4,25.8,19.3,雨時々曇,曇時々雨
1998,6,20,27.8,31.7,23.6,晴時々曇,晴一時曇
1998,6,21,22.2,24.9,18.0,曇後一時雨,雨
1998,6,22,16.8,18.2,15.5,雨一時曇,曇一時雨
1998,6,23,17.1,19.1,15.6,雨時々曇,曇時々雨
1998,6,24,20.1,24.5,15.0,曇一時雨,雨時々曇
1998,6,25,22.4,24.5,19.6,雨時々曇,曇時々雨
1998,6,26,27.3,31.5,22.9,晴時々雨,曇時々雨
1998,6,27,28.9,33.7,26.4,曇時々雨,曇時々雨
1998,6,28,28.6,31.9,26.0,曇時々雨,雨時々曇
1998,6,29,24.8,27.7,22.0,雨後晴,晴後曇
1998,6,30,25.6,29.8,21.6,晴,晴後曇
1998,7,1,26.4,30.0,24.3,曇,曇後晴
1998,7,2,28.1,32.9,25.0,晴一時雨,晴後曇
1998,7,3,29.7,34.4,26.3,晴後一時曇,曇後晴
1998,7,4,30.5,36.1,26.8,晴,晴
1998,7,5,28.0,31.6,25.9,晴一時曇,曇一時晴
1998,7,6,27.3,29.2,25.4,曇一時雨,曇一時雨
1998,7,7,28.2,31.6,26.0,曇時々雨,曇時々雨
1998,7,8,28.1,31.4,25.6,曇,薄曇
1998,7,9,29.6,35.2,25.3,曇後時々雨,曇時々雨、雷を伴う
1998,7,10,26.4,28.9,22.7,曇時々大雨,曇時々雨
1998,7,11,26.6,30.1,22.4,曇時々晴,曇時々雨、雷を伴う
1998,7,12,20.5,24.0,17.5,曇,曇一時雨
1998,7,13,19.0,22.1,17.0,曇,曇
1998,7,14,21.3,25.6,18.1,曇,曇時々雨
1998,7,15,20.7,23.0,19.2,曇時々雨,曇時々雨
1998,7,16,19.0,20.5,18.1,雨,曇時々雨
1998,7,17,20.4,22.7,17.8,雨時々曇,曇後晴
1998,7,18,23.1,27.6,19.5,晴,曇後時々雨
1998,7,19,23.7,27.8,19.9,曇一時雨後晴,曇
1998,7,20,25.1,28.0,22.6,曇,晴一時曇
1998,7,21,23.5,27.2,21.2,曇時々晴,曇時々雨
1998,7,22,21.7,24.4,20.1,曇時々雨,大雨時々曇、雷を伴う
1998,7,23,25.3,30.8,20.7,晴時々曇,雨時々曇
1998,7,24,25.2,28.1,22.8,雨時々曇,曇時々雨
1998,7,25,25.7,29.2,23.9,曇時々雨,曇時々雨
1998,7,26,26.9,29.8,25.0,曇時々雨,曇時々雨後晴
1998,7,27,28.0,32.2,25.2,晴一時雨,晴一時曇
1998,7,28,28.9,32.5,26.6,晴一時雨,晴後曇
1998,7,29,28.4,32.5,25.5,晴時々曇,晴後曇時々雨
1998,7,30,25.0,30.0,22.3,曇時々雨、雷を伴う,曇時々雨
1998,7,31,24.4,28.5,21.7,曇,雨時々曇
1998,8,1,26.4,30.3,23.1,曇一時雨,曇
1998,8,2,29.5,34.1,26.0,曇一時晴,曇時々雨一時晴
1998,8,3,29.5,32.9,27.4,曇時々雨、雷を伴う,曇時々雨
1998,8,4,28.2,32.7,25.7,曇一時晴後時々雨、雷を伴う,晴時々雨
1998,8,5,28.2,32.6,25.0,晴後曇,曇一時雨
1998,8,6,27.5,31.0,25.6,曇時々雨、雷を伴う,曇時々雨、雷を伴う
1998,8,7,27.6,33.2,24.0,曇一時雨,曇
1998,8,8,23.7,27.0,20.9,曇,曇時々雨
1998,8,9,22.2,24.0,20.3,曇,曇時々雨
1998,8,10,25.4,29.2,22.6,曇時々雨,曇後一時晴
1998,8,11,27.7,31.0,24.5,曇,曇時々晴
1998,8,12,28.8,31.4,25.8,曇一時雨,曇一時雨
1998,8,13,29.0,34.1,26.2,曇時々晴一時雨,曇時々雨
1998,8,14,27.5,30.6,24.7,曇一時雨後晴,晴後曇一時雨
1998,8,15,26.8,30.1,24.8,曇後時々雨,雨時々曇
1998,8,16,30.6,35.5,25.7,曇一時雨後晴,晴一時曇
1998,8,17,29.3,34.4,25.0,曇,曇
1998,8,18,25.7,28.5,24.3,曇後一時雨,曇後時々雨
1998,8,19,25.3,28.2,22.9,曇時々雨,曇時々雨
1998,8,20,29.0,34.2,25.5,曇時々晴,晴
1998,8,21,28.1,31.4,25.6,曇一時雨,晴時々曇一時雨
1998,8,22,25.4,27.9,23.6,曇一時雨,曇一時晴
1998,8,23,26.4,30.6,23.1,晴時々曇,晴時々曇
1998,8,24,27.9,32.2,24.6,晴,晴
1998,8,25,29.2,33.6,26.3,晴,晴一時曇
1998,8,26,29.2,32.9,27.4,晴時々曇,晴時々曇一時雨
1998,8,27,28.4,32.0,25.4,曇時々雨,大雨、雷を伴う
1998,8,28,26.5,28.1,24.2,大雨時々曇、雷を伴う,曇時々雨
1998,8,29,27.3,30.5,24.9,雨時々曇,曇時々雨
1998,8,30,24.9,28.6,21.4,雨時々曇,雨時々曇
1998,8,31,23.5,26.7,20.9,曇時々雨,曇時々雨
1998,9,1,23.6,26.4,21.9,曇時々雨後一時晴,晴後曇一時雨
1998,9,2,23.8,25.9,21.8,曇,曇
1998,9,3,23.9,27.1,21.9,曇時々雨,晴
1998,9,4,23.8,27.1,21.4,曇,曇時々晴
1998,9,5,24.0,27.2,21.8,曇一時雨,曇一時雨
1998,9,6,23.5,25.9,21.9,曇後一時雨,雨一時曇
1998,9,7,21.5,22.8,20.5,雨,雨時々曇
1998,9,8,23.4,27.3,20.2,曇時々雨,晴
1998,9,9,25.4,29.8,21.7,晴,晴一時曇
1998,9,10,26.0,30.8,22.5,晴,晴一時曇
1998,9,11,25.1,30.2,22.1,曇,曇後一時雨
1998,9,12,25.3,28.5,23.3,曇一時雨,晴
1998,9,13,25.8,30.7,22.6,快晴,晴後曇
1998,9,14,25.4,29.7,22.7,曇時々晴,雨時々曇一時晴
1998,9,15,25.1,27.9,21.4,曇時々雨,大雨、雷を伴う
1998,9,16,27.3,32.8,22.3,雨後晴,晴後一時曇
1998,9,17,25.5,28.8,21.8,曇時々雨,雨時々曇
1998,9,18,22.3,24.0,20.5,雨時々曇,曇時々雨
1998,9,19,26.2,31.0,22.1,晴時々曇,晴後一時曇
1998,9,20,27.2,31.4,24.4,晴,晴後一時曇
1998,9,21,27.1,29.9,25.2,曇時々雨,曇時々雨
1998,9,22,27.1,29.8,25.2,曇時々雨,曇一時雨
1998,9,23,25.9,27.3,24.5,曇時々雨,雨時々曇
1998,9,24,25.4,29.4,22.7,曇時々雨,晴一時雨
1998,9,25,27.4,30.8,25.0,晴後一時曇,曇時々雨一時晴
1998,9,26,23.2,26.5,19.9,曇時々雨,雨時々曇
1998,9,27,18.5,20.6,17.7,雨,雨
1998,9,28,20.5,23.5,17.7,曇時々雨,曇時々雨
1998,9,29,21.3,23.2,20.6,雨時々曇,雨時々曇
1998,9,30,21.3,23.2,19.4,雨後曇,雨時々曇
1998,10,1,21.2,22.0,20.5,大雨,曇一時雨後晴
1998,10,2,25.6,31.9,20.8,晴,快晴
1998,10,3,23.4,26.8,21.2,晴後曇,晴一時曇
1998,10,4,23.6,28.6,19.7,晴,曇時々雨
1998,10,5,20.1,22.1,18.5,曇,曇時々雨
1998,10,6,19.2,20.5,17.1,雨後曇,曇時々雨
1998,10,7,21.4,23.2,20.0,曇時々雨,曇時々雨
1998,10,8,23.2,28.9,20.3,晴一時雨、霧を伴う,晴
1998,10,9,23.0,26.7,19.6,快晴,晴
1998,10,10,21.3,25.8,18.3,晴後一時雨、雷を伴う,晴
1998,10,11,19.7,23.3,17.3,快晴,晴
1998,10,12,19.2,22.5,15.4,薄曇,曇
1998,10,13,19.8,22.9,17.1,曇後一時雨,雨時々曇
1998,10,14,19.5,23.0,15.5,雨時々曇,曇時々雨
1998,10,15,25.1,27.9,22.2,曇一時雨,曇時々雨
1998,10,16,23.8,26.0,20.7,雨,雨
1998,10,17,17.7,20.8,15.7,雨,雨時々曇
1998,10,18,24.1,28.2,15.8,雨後晴,晴
1998,10,19,23.4,28.3,20.3,晴後一時曇,曇
1998,10,20,19.9,22.5,17.3,曇,曇
1998,10,21,15.2,17.5,13.7,雨時々曇,雨時々曇
1998,10,22,16.6,20.4,13.8,曇,曇一時晴
1998,10,23,15.9,19.0,14.4,曇一時雨,曇時々雨
1998,10,24,14.7,15.9,13.2,雨時々曇,曇時々雨後晴
1998,10,25,17.9,23.5,11.9,晴,晴後一時曇
1998,10,26,17.6,21.3,13.9,曇,曇
1998,10,27,15.1,16.9,12.7,曇後時々雨,曇時々雨
1998,10,28,18.7,24.7,12.8,晴,曇
1998,10,29,19.0,21.3,16.9,曇,曇後一時晴
1998,10,30,19.3,22.6,15.6,曇時々晴一時雨,曇時々雨
1998,10,31,20.2,24.8,17.2,晴,晴後一時曇
1998,11,1,19.1,21.7,17.1,曇,晴後曇
1998,11,2,16.2,17.6,15.1,曇,曇
1998,11,3,18.8,24.0,15.1,晴,晴後曇
1998,11,4,19.3,23.2,16.1,曇,曇
1998,11,5,16.9,19.9,13.4,曇,曇
1998,11,6,12.8,15.0,11.3,曇,曇
